raw_street,raw_area
120 Rifle Range Road,"Waiwhakaiho, New Plymouth, Taranaki"
8 Waihou Crescent,"Albany Heights, Auckland, Auckland North Shore"
43 Murray Ward Drive,"Te Kauwhata, Waikato"
172 Manukau Road,"Pukekohe, Auckland, Auckland South"
5 Merivale Avenue,"Wanaka, Otago"
25 Te Puea Avenue,"Meremere, Mercer, Waikato"
39 Bushlands Park Drive,"Albany, Auckland, Auckland North Shore"
Ward Street,"Hamilton Lake, Hamilton, Waikato"
13 Lucca Crescent,"Rolleston, Canterbury"
2077 SH 10,"Kerikeri, Northland"
309-323 Birdwood Road,"Massey, Auckland, Auckland West"
3 Keats Place,"Hanmer Springs, Canterbury"
1 Kirriemuir Close,"Tamahere, Hamilton, Waikato"
1 Farmview Lane,"Lincoln, Canterbury"
45 Atherton Terrace,"Churton Park, Wellington, Wellington"
4 Kira Road,"Flat Bush, Auckland, Auckland South"
37 Tiger Hill Road,"Galloway, Alexandra, Otago"
604A Te Atatu Road,"Te Atatu Peninsula, Auckland, Auckland West"
548 St Georges Road,"Hastings, Hawkes Bay/Gisborne"
51-53 Westmeath Street,"Waitangirua North, Porirua, Wellington"
66 Milton Street,"Riverton, Southland"
20 Pembroke Crescent,"Glendowie, Auckland, Auckland City"
15B Melling Street,"Glen Innes, Auckland, Auckland City"
29 Sandhurst Drive,"Rolleston, Canterbury"
82 Anzac Road,"Pukekohe, Auckland, Auckland South"
2 Matipo Street,"Riccarton, Christchurch, Canterbury"
45 Greenhithe Road,"Greenhithe, Auckland, Auckland North Shore"
11 Pajet Street,"Marshland, Christchurch, Canterbury"
15 Oriwa Lane,"Levin, Manawatu/Whanganui"
2 Landon Way,"Feilding, Manawatu/Whanganui"
9 Gardner Valley Road,"Upper Moutere, Nelson/Marlborough"
678 Mount Eden Road,"Mt Eden, Auckland, Auckland City"
1 Christie Street,"Mt Roskill, Auckland, Auckland City"
27 Maara Close,"Papamoa Beach, Papamoa, Bay of Plenty"
157 Maxwell Road,"Maramarua, Waikato"
32 Kingfisher Avenue,"Amberley, Canterbury"
7491 SH 35,"Te Kaha, Bay of Plenty"
51 Rashni Road,"Flat Bush, Auckland, Auckland South"
6 Fernbrook Drive,"Hurworth, New Plymouth, Taranaki"
11 Mount Street,"Waikouaiti, Otago"
138 Tuhikaramea Road,"Dinsdale, Hamilton, Waikato"
92A Pitt Street,"Wadestown, Wellington, Wellington"
54 O'Shea Road,"Pirongia, Waikato"
46 Maratoto Road,"Hikutaia, Waikato"
19 Rowles Road,"Pukekohe, Auckland South"
81 Salamanca Road,"Sunnynook, Auckland, Auckland North Shore"
268 Florida Road,"Muhunoa East, Levin, Manawatu/Whanganui"
21 Mccormick Lane,"Rolleston, Canterbury"
86 Renown Road,"Raumati South, Kapiti Coast, Wellington"
72 Westmoor Boulevard,"Rolleston, Canterbury"
6 Khandallah Road,"Ngaio, Wellington, Wellington"
27 Walnut Avenue,"Ashburton, Canterbury"
9 Nellie Drive,"Kumeu, Auckland, Auckland North Shore"
4 Hawksburn Lane,"Wanaka, Otago"
111 Spur Ridge Rise,"Jacks Point, Queenstown, Otago"
16 Edlin Lane,"Pegasus, Canterbury"
75 Edmund Street,"St Heliers, Auckland, Auckland City"
70 Farthing Drive,"Prebbleton, Canterbury"
229 Marine Drive,"Lowry Bay, Lower Hutt, Wellington"
610 Tuki Tuki Road,"Tuki Tuki, Havelock North, Hawkes Bay/Gisborne"
99 Fisher Parade,"Sunnyhills, Auckland, Auckland South"
30 Kauri Lane,"Omokoroa, Bay of Plenty"
709 Western Hutt Road,"Belmont, Lower Hutt, Wellington"
21 Ettrick Street,"Glenross, Dunedin, Otago"
Forkert Road,"Ohaupo, Waikato"
21-49 Coles Place,"St Albans, Christchurch, Canterbury"
17 Kathleen Street,"Totara Vale, Auckland, Auckland North Shore"
26 Oreil Avenue,"West Harbour, Auckland, Auckland West"
33A Totara View Road,"Wakefield, Nelson/Marlborough"
116 Hobsonville Road,"Hobsonville, Auckland, Auckland West"
48 Lockheed Street,"Hobsonville, Auckland, Auckland West"
3 Milich Terrace,"Te Atatu South, Auckland, Auckland West"
16 Brusio Drive,"Wigram, Christchurch, Canterbury"
Shore Road,"Remuera, Auckland, Auckland City"
Ruru Road,"Bromley, Christchurch, Canterbury"
55 Perriam Place,"Mt Pisa, Cromwell, Otago"
14-20 Awatere Street,"Otara, Auckland, Auckland South"
369A Withells Road,"Avonhead, Christchurch, Canterbury"
2-4 Camp X Place,"Whenuapai, Auckland, Auckland West"
27 Nicholson Avenue,"Te Awamutu, Waikato"
125 Godfrey Drive,"Orewa, Auckland North Shore"
7 Huriana Crescent,"Te Puke, Bay of Plenty"
4 Grahams Lane,"Bell Block, New Plymouth, Taranaki"
9 Heston Lane,"Appleby, Richmond, Nelson/Marlborough"
24 Freedom Drive,"Kelvin Grove, Palmerston North, Manawatu/Whanganui"
3 Sandhill Drive,"Rolleston, Canterbury"
28 Prestbury Grove,"Churton Park, Wellington, Wellington"
533 Broadway,"Miramar, Wellington, Wellington"
7 Wilton Street,"Omakau, Otago"
8 Sugarloaf Road,"Brooklyn, Wellington, Wellington"
1 Mcneil Crescent,"Wanaka, Otago"
259A Mill Road,"Otaki, Wellington"
15 Quinn Crescent,"Woodend, Canterbury"
Broderick Road,"Johnsonville, Wellington, Wellington"
14B Black Rock Way,"Paeroa, Waikato"
60C Carlton Crescent,"Maraetai, Auckland, Auckland South"
"Fifth Avenue, Peachgrove Road, Boundary Road & Brooklyn Road","Enderley, Hamilton, Waikato"
4 Worcester Road,"Meadowbank, Auckland, Auckland City"
110 Esperance Road,"Glendowie, Auckland, Auckland City"
46A Kupe Street,"Orakei, Auckland, Auckland City"
14 Len Ireland Drive,"Kumeu, Auckland West"
71 Dunkeld Drive,"Papamoa, Tauranga, Bay of Plenty"
13 Coppermine Crescent,"Brightwater, Nelson/Marlborough"
49 Western Lake Road,"Western Lake, Featherston, Wairarapa"
33 Lydiard Drive,"Rolleston, Canterbury"
17 Liley Place,"Remuera, Auckland, Auckland City"
229 Birchfield Road,"Waimangaroa, Westport, West Coast"
13 Bight Road,"Long Bay, Auckland, Auckland North Shore"
11 Spur Ridge Rise,"Jacks Point, Queenstown, Otago"
35 Walton Way,"Lower Shotover, Queenstown, Otago"
24 Hemopo Street,"Pukekohe, Auckland South"
133 Fernhill Drive,"Judgeford, Porirua, Wellington"
24 Sando Way,"One Tree Point, Northland"
18 Russ Drive,"Lincoln, Canterbury"
2 Memorial Rise,"Morrinsville, Waikato"
5 McLean Street,"Pokeno, Waikato"
10 Weaver Street,"Woodend, Canterbury"
50 Storer Street,"Kaiapoi, Canterbury"
51 The Strand,"Tauranga, Bay of Plenty"
1/29 Andover Street,"Merivale, Christchurch, Canterbury"
20A Trent Street,"Taradale, Napier, Hawkes Bay/Gisborne"
24 Westview Place,"Huntsbury, Christchurch, Canterbury"
5 Dover Street,"Amberley, Canterbury"
7 Sandcroft Drive,"Otamatea, Westmere, Manawatu/Whanganui"
146 Aldwins Road,"Phillipstown, Christchurch, Canterbury"
2 Amur Crescent,"Rolleston, Canterbury"
41 Exeter Crescent,"Takaro, Palmerston North, Manawatu/Whanganui"
156 Tarbert Street,"Alexandra, Otago"
30B Elizabeth Street,"Orewa, Auckland North Shore"
140 Morgans Road,"Dillons Point, Blenheim, Nelson/Marlborough"
41 Centorian Drive,"Albany, Auckland, Auckland North Shore"
62 Para Street,"Miramar, Wellington, Wellington"
1105 Cove Road,"Langs Beach, Waipu, Northland"
17 Golf View Close,"Fairhall, Blenheim, Nelson/Marlborough"
5 Te Hoiere Street,"Aotea, Porirua, Auckland City"
95 Kennedy Road,"Pyes Pa, Tauranga, Bay of Plenty"
39 Baird Road,"Tokoroa, Waikato"
5 Nelson Street,"Feilding, Manawatu/Whanganui"
85S Nelson Street,"Howick, Auckland, Auckland South"
43 Kawari Drive,"Pegasus, Canterbury"
78 Loop Line,"Masterton, Wairarapa"
498A Riddell Road,"St Heliers, Auckland, Auckland City"
8 Nola Dawn Avenue,"Papakura, Auckland, Auckland South"
44 Wallace Road,"RD 9, Hamilton, Waikato"
68 Little Maude Drive,"Lake Hawea, Otago"
82 Te Wharo Drive,"Papamoa, Bay of Plenty"
17 Waghorn Street,"Pyes Pa, Tauranga, Bay of Plenty"
145 - 157 One Tree Point Road,"One Tree Point, Whangarei, Northland"
3 Clifford Close,"Leamington, Cambridge, Waikato"
35 Amsharlo Drive,"Kerikeri, Northland"
79 Fiddlers Road,"Motukarara, Tai Tapu, Canterbury"
9 & 11 Skua Road,"Hobsonville, Auckland, Auckland West"
23 Maxwell Avenue,"Papatoetoe, Auckland, Auckland South"
1066 Lake Arapuni Road,"Arapuni, Putaruru, Waikato"
86 Russell Street,"Stepneyville, Nelson, Nelson/Marlborough"
458 Adelaide Road,"Berhampore, Wellington, Wellington"
41 Mangere Road,"Otahuhu, Auckland, Auckland South"
Quarry Road & Sutherlands Road,"Halswell, Christchurch, Canterbury"
32 Hing Street,"Flat Bush, Auckland, Auckland South"
8 Arahanga Road,"Flat Bush, Auckland, Auckland South"
Arawata Street,"Te Awamutu, Waikato"
8 Kensington Road,"Waihi, Waikato"
785 East Maddison Road,"Rolleston, Canterbury"
6 Miromiro Lane,"Ramarama, Drury, Auckland South"
36 Stratford Drive,"Mount Pisa, Cromwell, Otago"
99 High Street,"Leeston, Canterbury"
4 Clairet Lane,"Te Kauwhata, Waikato"
44B White Swan Road,"Mt Roskill, Auckland, Auckland City"
39 Ed Hillary Drive,"Rolleston, Canterbury"
2 Brookside Road,"Rolleston, Canterbury"
6 Duke Street,"Ngaruawahia, Waikato"
177 Georgina Street,"Marshland, Christchurch, Canterbury"
72 Kenmore Street,"Newlands, Wellington, Wellington"
30 Dixon Street,"Oakura, Taranaki"
Wairere Avenue & New North Road,"Mt Albert, Auckland, Auckland City"
48 Hereford Street,"Marton, Manawatu/Whanganui"
5 Ronomor Place,"Whitianga, Waikato"
10A Richardson Road,"Mt Albert, Auckland, Auckland City"
27 Catalyst Avenue,"Leamington, Cambridge, Waikato"
246 Tiffin Road,"Parkvale, Carterton, Wairarapa"
42 Manse Road,"Leeston, Canterbury"
6 Pihoihoi Close,"Waikanae, Wellington"
24 Ardsley Lane,"Lansdowne, Masterton, Wairarapa"
10A Warwick Crescent,"Taradale, Napier, Hawkes Bay/Gisborne"
58 Gossamer Drive,"Pakuranga Heights, Auckland, Auckland South"
142 Amesbury Drive,"Churton Park, Wellington, Wellington"
12 George Oliver Place,"Kainga, Christchurch, Canterbury"
91-93 Eastern Hutt Road,"Taita, Lower Hutt, Wellington"
61 Line Road,"Glen Innes, Auckland, Auckland City"
110 Grovenor Drive,"Orewa, Auckland North Shore"
45 Selfe Crescent,"Burwood, Christchurch, Canterbury"
78 Seaview Road,"Glenfield, Auckland, Auckland North Shore"
61 Howard Road,"Point Howard, Lower Hutt, Wellington"
51 Verran Road,"Birkenhead, Auckland, Auckland North Shore"
816 Ocean View Road,"Te Arai, Auckland, Auckland North Shore"
300A Kennedy Road,"Onekawa, Napier, Hawkes Bay/Gisborne"
Anakiwa Road,"Anakiwa, Queen Charlotte Sound, Nelson/Marlborough"
69 Bush Road,"Mosgiel, Otago"
23 Gemscott Crescent,"Huapai, Auckland, Auckland North Shore"
18 McNeil Crescent,"Wanaka, Otago"
105 & 109 Tiriwa Drive,"Massey, Auckland, Auckland West"
46C Heretaunga Crescent,"Cable Bay, Northland"
6 Pacers Lane,"Yaldhurst, Christchurch, Canterbury"
410B Alexandra-Fruitlands Road,"Conroys Gully, Alexandra, Otago"
1015 Tahuna Road,"Waiterimu, Waikato"
29 Kitchener Street,"Dunedin, Otago"
31 Bay Heights Drive,"Karikari Peninsula, Northland"
143 Browns Bay Road,"Browns Bay, Auckland, Auckland North Shore"
212 Whitmore Road,"Tawharanui Peninsula, Auckland, Auckland North Shore"
12 Cross Street,"Whangarei, Northland"
36 Poulton Avenue,"Richmond, Christchurch, Canterbury"
6 Copperwood Way,"Tamahere, Hamilton, Waikato"
Te Ngae Road,"Lynmore, Rotorua, Bay of Plenty"
31 Tiaki Rise,"Tikipunga, Whangarei, Northland"
44 McQuarrie Street,"Kingswell, Invercargill, Southland"
7 Oraka Street,"Te Anau, Southland"
11-21 New York Street,"Martinborough, Wairarapa"
26C River View Road,"Morrinsville, Waikato"
98 Pa Road,"Hahei, Whitianga, Waikato"
9 Carnachan Street,"Cambridge, Waikato"
33 Finn Avenue,"Rolleston, Canterbury"
8 Eleanor Lane,"Casebrook, Christchurch, Canterbury"
1 Hibiscus Coast Highway & Small Road,"Silverdale, Auckland, Auckland North Shore"
824 Stalker Road,"Shotover Country, Queenstown, Otago"
60 Rhodes Street,"Hinds, Ashburton, Canterbury"
296B Scott Street,"Witherlea, Blenheim, Nelson/Marlborough"
43 Loop Road,"Kawarau Falls, Queenstown, Otago"
9 Whittington Drive,"Rolleston, Canterbury"
132A Hillhead Road,"Corstorphine, Dunedin, Otago"
24 Rothwell Drive,"Rolleston, Canterbury"
67 Forrest Hill Road,"Milford, Auckland, Auckland North Shore"
Shaw Road,"Coastlands, Whakatane, Bay of Plenty"
322 Takahiwai Road,"Takahiwai, Whangarei, Northland"
56-58 May Street,"Hamilton East, Hamilton, Waikato"
2 Chester Street West,"Christchurch Central, Christchurch, Canterbury"
48 School Road,"Yaldhurst, Christchurch, Canterbury"
54 Edgewater Drive,"Pakuranga, Auckland, Auckland South"
12 Te Wharo Drive,"Papamoa, Bay of Plenty"
52 Kemble Close,"Mangere, Auckland, Auckland South"
84 Mould Street,"Waitara, Taranaki"
165 Ocean Beach Road,"Whangarei Heads, Northland"
26 Bletsoe Avenue,"Spreydon, Christchurch, Canterbury"
1194 Maraekakaho Road,"Longlands, Hastings, Hawkes Bay/Gisborne"
15 Downpatrick Drive,"Flat Bush, Auckland, Auckland South"
"Lot 28, Seven Mile Drive","Belfast, Christchurch, Canterbury"
9 Ida Way,"Omaha, Auckland North Shore"
18A Forbes Street,"Sydenham, Christchurch, Canterbury"
33 Midlothian Avenue,"Cromwell, Otago"
8 Kerrigan Crescent,"Trentham, Upper Hutt, Wellington"
11 The Lakes Drive,"Kerikeri, Northland"
3 Pokerekere Crescent,"Kelvin Grove, Palmerston North, Manawatu/Whanganui"
146 Reid Line East,"Aorangi, Feilding, Manawatu/Whanganui"
6 Wohlers Road,"Stewart Island, Southland"
40 Ken Douglas Drive,"Aotea, Porirua, Auckland City"
104 Fairway Drive,"Morrinsville, Waikato"
22B Malaghan Street,"Queenstown, Otago"
978 Colville Road,"Colville, Waikato"
10 Whareora Road,"Kensington, Whangarei, Northland"
1 Tuhono Street,"Manukau, Auckland, Auckland South"
"39 Kimbrae Drive, Bourne Brook Aveune","Rototuna, Hamilton, Waikato"
21 Alfriston Road,"Manurewa East, Auckland, Auckland South"
27 Camrose Avenue,"Ashburton, Canterbury"
1 Tullymore Drive,"Flat Bush, Auckland, Auckland South"
1/38 Sylvan Avenue,"Northcote, Auckland, Auckland North Shore"
54 Mairangi Road,"Wadestown, Wellington, Wellington"
353 Pine Avenue,"South New Brighton, Christchurch, Canterbury"
206 Mahurangi East Road,"Snells Beach, Auckland, Auckland North Shore"
Annmarie Avenue,"Flat Bush, Auckland, Auckland South"
39 Peterley Road,"Lower Shotover, Queenstown, Otago"
2 Bugle Road,"Totara Park, Auckland, Wellington"
21 Hunters Park Drive,"Three Kings, Auckland, Auckland City"
47 Kihilla Road,"Richmond, Nelson/Marlborough"
235 Ngatarawa Road,"Bridge Pa, Hastings, Hawkes Bay/Gisborne"
55 Castle Hill Drive,"Castle Hill, Springfield, Canterbury"
5 Howard Street,"Mt Cook, Wellington, Wellington"
12 Herring Place,"Omokoroa, Bay of Plenty"
14 Sandy Place,"Waihi Beach, Waikato"
90 Tauranga Bay Road,"Cape Foulwind, West Coast"
40B Peterhouse Street,"Tawa, Wellington, Wellington"
107 Matakotea Road,"Raglan, Waikato"
8 Snell Road,"Rolleston, Canterbury"
112 Freyberg Avenue,"Tamatea, Napier, Hawkes Bay/Gisborne"
Momona Road,"Greenlane, Auckland, Auckland City"
278D Mcdonell Road,"Ohakea, Bulls, Manawatu/Whanganui"
Old Te Aroha Road,"Matamata, Waikato"
130 Baker Road,"Clarendon, Milton, Otago"
34 Lockerbie Street,"Morrinsville, Waikato"
7 Witte Street,"Woodend, Canterbury"
64-66 Delta Avenue,"New Lynn, Auckland, Auckland City"
3 School House Road,"Paerata, Pukekohe, Auckland South"
25 Manse Road,"Pahurehure, Auckland, Auckland South"
32 Wallace Street,"Motueka, Nelson/Marlborough"
1 Gladsmuir Road,"Queensberry, Cromwell, Otago"
53-73 Hurstmere Road,"Takapuna, Auckland, Auckland North Shore"
28 Tawa Crescent,"Manurewa, Auckland, Auckland South"
742 Peninsula Road,"Kelvin Peninsula, Queenstown, Otago"
6 Jillian Lane,"Rolleston, Canterbury"
33 Kawakawa-Orere Road,"Kawakawa Bay, Auckland, Auckland South"
25 Avoca Drive,"Waiareka Junction, Oamaru, Otago"
West Bank Road,"Edgecumbe, Bay of Plenty"
426 Marychurch Road,"Matangi, Hamilton, Waikato"
303A Riverhead Road,"Riverhead, Auckland North Shore"
61 Beach Road,"Otumoetai, Tauranga, Bay of Plenty"
15 Korowai Street,"Flaxmere, Hastings, Hawkes Bay/Gisborne"
281B Hillsborough Road,"Hillsborough, Auckland, Auckland City"
1 Akatea Street,"Gonville, Whanganui, Manawatu/Whanganui"
14 Bedfont Street,"Richmond, Nelson/Marlborough"
3 Coxton Lane,"Pinehill, Auckland, Auckland North Shore"
24 Wayne Drive,"Mangere, Auckland, Auckland South"
14 Toiawaka Road,"Drury, Auckland, Auckland South"
6 Tua Tua Place,"Baylys Beach, Northland"
6 Brow Peak Lane,"Arrowtown, Otago"
71 Tosswill Road,"Prebbleton, Canterbury"
32B & 32C Exchange Street,"Ebdentown, Upper Hutt, Wellington"
410A Alexandra-Fruitlands Road,"Conroys Gully, Alexandra, Otago"
6 Magnolia Lane,"Kelvin Grove, Palmerston North, Manawatu/Whanganui"
33 Hercules Street,"Shirley, Christchurch, Canterbury"
24 Leonard Road,"Mt Wellington, Auckland, Auckland City"
7 Warden Street,"Richmond, Christchurch, Canterbury"
Horrell Road,"Morrinsville, Waikato"
15 Te Aroha Road,"Paeroa, Waikato"
36 Finlays Road,"Windsor, Oamaru, Otago"
18 Penfold Place,"Henderson, Auckland, Auckland West"
22 Carey Place,"Otara, Auckland, Auckland South"
112 Valley Road,"Pukekohe, Auckland South"
3 Bushfield Drive,"Flat Bush, Auckland, Auckland South"
10 Hughan Craig Place,"Greerton, Tauranga, Bay of Plenty"
10 Hattersley Grove,"Churton Park, Wellington, Wellington"
141 Williams Road,"Tasman, Upper Moutere, Nelson/Marlborough"
"Barrowclough Road, Kiwi Road, Lowe Street","Whangamata, Waikato"
187 Riddell Road,"Glendowie, Auckland, Auckland City"
16 Wexford Crescent,"Halswell, Christchurch, Canterbury"
370 Stubbs Road,"Starvation Hill, Oxford, Canterbury"
7 Knightia Drive,"Papamoa Beach, Papamoa, Bay of Plenty"
390 Muritai Road,"Eastbourne, Lower Hutt, Wellington"
224 Ocean Road,"Ohope, Bay of Plenty"
14 Omana Road,"Papatoetoe, Auckland, Auckland South"
649 Pyramid Waiparu Road,"Wendon, Riversdale, Southland"
32 Drumnaconagher Road,"Flat Bush, Auckland, Auckland South"
219-225 Riccarton Road,"Riccarton, Cristchurch, Canterbury"
254 Hollister Lane,"Ohauiti, Tauranga, Bay of Plenty"
24 Binsted Road,"New Lynn, Auckland, Auckland West"
9 Kapekape Place,"Pukerua Bay, Porirua, Wellington"
41 Tiro Kina Road,"Tasman, Upper Moutere, Nelson/Marlborough"
6 Powhaitere Road,"One Tree Point, Northland"
375 Tuaraki Drive,"Wellsford, Auckland North Shore"
Aurere,"Doubtless Bay, Northland, Northland"
9 Te Rongo Road,"Parua Bay, Whangarei, Northland"
173 Millwater Parkway,"Silverdale, Auckland North Shore"
256 Pupu Valley Road,"Takaka, Nelson/Marlborough"
31 Alexander Road,"Raumati Beach, Paraparaumu, Wellington"
30 Allnatt Street,"Temuka, Canterbury"
347 Fisher Lane,"Galloway, Alexandra, Otago"
26 Avanda Avenue,"Rolleston, Canterbury"
115A Studholme Street,"Somerfield, Christchurch, Canterbury"
90 Rangitahi Road,"Raglan, Waikato"
29 Totara Street,"Taupo, Waikato"
9 Derby Street,"Westport, West Coast"
55-57 Schnapper Rock Road,"Rosedale, Auckland, Auckland North Shore"
Pinecrest Drive,"Gulf Harbour, Whangaparaoa Peninsula, Auckland North Shore"
64 Gateway Drive,"Te Awamutu, Waikato"
37 Cupola Crescent,"Richmond, Nelson, Nelson/Marlborough"
37 Wakeman Road,"Acacia Bay, Taupo, Waikato"
27 Jury Lane,"Woodend, Canterbury"
5 Shepperton Street,"Richmond, Nelson/Marlborough"
183 Ahutoetoe Road,"Wainui, Auckland North Shore"
48 Grange Street,"Hillsborough, Christchurch, Canterbury"
29 Sidney Wallingford Way,"Hobsonville Point, Auckland, Auckland West"
11 Arthur Wright Place,"Maraetai, Auckland, Auckland South"
28 Elizabeth Street,"Orewa, Auckland North Shore"
17 Pakaraka Drive,"Papakura, Auckland, Auckland South"
25-33 The Strand & Augustus Terrace,"Parnell, Auckland, Auckland City"
4 Wilkin Street,"Ashburton, Canterbury"
41 Kea Road,"Silverdale, Auckland North Shore"
18 Jules Crescent,"Bell Block, New Plymouth, Taranaki"
33 Whittington Drive,"Rolleston, Canterbury"
883 Wharekopae Road,"Ngatapa, Gisborne, Hawkes Bay/Gisborne"
115 Melksham Drive,"Churton Park, Wellington, Wellington"
121 Harriet Johnston Drive,"Pokeno, Waikato"
36 Russell Road,"Burnham, Canterbury"
7 John Fair Drive,"Wainui, Auckland North Shore"
29 Koroheke Road,"Takanini, Auckland, Auckland South"
5 Cable Lane,"Halswell, Christchurch, Canterbury"
3 Kea Road,"Silverdale, Auckland North Shore"
2000 SH 10,"Kerikeri, Northland"
525 Rangiora Leithfield Road,"Sefton, Canterbury"
23 Rannoch Drive,"Jacks Point, Queenstown, Otago"
Forfar Street,"Dunedin, Otago"
55 Screen Road,"Coatesville, Auckland North Shore"
2 Shibata Rise,"Ranui, Auckland, Auckland West"
18 Paroto Road,"Kaiapoi, Canterbury"
17B Eastglen Road,"Glen Eden, Auckland, Auckland West"
26 Pinkerton Place,"Ohauiti, Tauranga, Bay of Plenty"
21 Bahari Drive,"Ranui, Auckland, Auckland West"
592 Rahuikiri Road,"Tomarata, Wellsford, Auckland North Shore"
28 Oldfield Lane,"Marton, Manawatu/Whanganui"
5 Fred Hollows Way,"Glenleith, Dunedin, Otago"
21 Monowai Street,"Poraiti, Napier, Hawkes Bay/Gisborne"
5 Hermes Road,"Flat Bush, Auckland, Auckland South"
1/146 Simeon Street,"Spreydon, Christchurch, Canterbury"
